Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,B365>2.5,B365<2.5
SC0,3/09/2022,15:00,Ross County,Aberdeen,1,1,2.1,1.72
SC0,3/09/2022,15:00,St Johnstone,St Mirren,3,0,2.5,1.53
SC0,17/09/2022,15:00,Hibernian,Aberdeen,3,1,2.2,1.66
SC0,17/09/2022,15:00,Livingston,Kilmarnock,1,0,2.2,1.66
SC0,17/09/2022,15:00,Rangers,Dundee United,2,1,1.44,2.75
SC0,17/09/2022,15:00,St Johnstone,Ross County,0,0,2.3,1.61
SC0,18/09/2022,12:00,St Mirren,Celtic,2,0,1.5,2.62
SC0,18/09/2022,15:00,Motherwell,Hearts,0,3,2,1.85
SC0,1/10/2022,12:30,Hearts,Rangers,0,4,1.66,2.2
SC0,1/10/2022,15:00,Aberdeen,Kilmarnock,4,1,2,1.8
SC0,1/10/2022,15:00,Celtic,Motherwell,2,1,1.33,3.4
SC0,1/10/2022,15:00,Dundee United,St Johnstone,1,2,2.37,1.57
SC0,1/10/2022,15:00,Ross County,Hibernian,0,2,2.1,1.72
SC0,1/10/2022,15:00,St Mirren,Livingston,2,1,2.3,1.61
SC0,4/10/2022,19:45,Ross County,Motherwell,0,5,2.1,1.72
SC0,5/10/2022,19:45,Kilmarnock,St Johnstone,2,1,2.37,1.57
SC0,8/10/2022,12:30,St Johnstone,Celtic,1,2,1.5,2.62
SC0,8/10/2022,15:00,Hibernian,Motherwell,1,0,2.1,1.72
SC0,8/10/2022,15:00,Livingston,Ross County,0,1,2.2,1.66
SC0,8/10/2022,15:00,Rangers,St Mirren,4,0,1.57,2.37
SC0,8/10/2022,18:00,Dundee United,Aberdeen,4,0,2.1,1.72
SC0,9/10/2022,15:00,Kilmarnock,Hearts,2,2,1.95,1.9
SC0,11/10/2022,19:45,Dundee United,Hibernian,1,0,1.98,1.88
SC0,15/10/2022,15:00,Celtic,Hibernian,6,1,1.53,2.5
SC0,15/10/2022,15:00,Livingston,St Johnstone,1,0,2.5,1.53
SC0,15/10/2022,15:00,Ross County,Dundee United,1,1,2.2,1.66
SC0,15/10/2022,15:00,St Mirren,Kilmarnock,0,0,2.2,1.66
SC0,16/10/2022,12:00,Motherwell,Rangers,1,2,1.66,2.2
SC0,16/10/2022,15:00,Aberdeen,Hearts,2,0,1.85,2
SC0,21/10/2022,19:30,Hibernian,St Johnstone,1,2,1.98,1.88
SC0,22/10/2022,12:30,Hearts,Celtic,3,4,1.5,2.62
SC0,22/10/2022,15:00,Kilmarnock,Ross County,1,0,2.2,1.66
SC0,22/10/2022,15:00,Motherwell,Aberdeen,1,2,2,1.8
SC0,22/10/2022,15:00,Rangers,Livingston,1,1,1.57,2.37
SC0,22/10/2022,15:00,St Mirren,Dundee United,2,1,2.2,1.66
SC0,29/10/2022,15:00,Dundee United,Motherwell,0,1,2.1,1.72
SC0,29/10/2022,15:00,Hibernian,St Mirren,3,0,2.1,1.72
SC0,29/10/2022,15:00,Rangers,Aberdeen,4,1,1.61,2.3
SC0,29/10/2022,15:00,St Johnstone,Kilmarnock,1,0,2.5,1.53
SC0,30/10/2022,12:00,Livingston,Celtic,0,3,1.61,2.3
SC0,30/10/2022,15:00,Ross County,Hearts,1,2,2.02,1.83
SC0,4/11/2022,19:30,Aberdeen,Hibernian,4,1,2.1,1.72
SC0,4/11/2022,19:45,Kilmarnock,Livingston,2,3,2.5,1.53
SC0,5/11/2022,15:00,Celtic,Dundee United,4,2,1.28,3.75
SC0,5/11/2022,15:00,Ross County,St Mirren,3,2,2.2,1.66
SC0,6/11/2022,12:00,St Johnstone,Rangers,2,1,1.72,2.1
SC0,6/11/2022,15:00,Hearts,Motherwell,3,2,1.8,2
SC0,8/11/2022,19:45,Hibernian,Ross County,0,2,1.95,1.9
SC0,8/11/2022,19:45,Livingston,Aberdeen,2,1,2.2,1.66
SC0,9/11/2022,19:45,Dundee United,Kilmarnock,4,0,2.2,1.66
SC0,9/11/2022,19:45,Motherwell,Celtic,1,2,1.53,2.5
SC0,9/11/2022,19:45,Rangers,Hearts,1,0,1.5,2.62
SC0,9/11/2022,19:45,St Mirren,St Johnstone,2,2,2.3,1.61
SC0,12/11/2022,12:30,St Mirren,Rangers,1,1,1.72,2.1
SC0,12/11/2022,15:00,Celtic,Ross County,2,1,1.33,3.4
SC0,12/11/2022,15:00,Hearts,Livingston,1,1,2,1.85
SC0,12/11/2022,15:00,Kilmarnock,Hibernian,1,0,2.1,1.72
SC0,12/11/2022,15:00,St Johnstone,Motherwell,1,1,2.2,1.66
SC0,12/11/2022,18:00,Aberdeen,Dundee United,1,0,2,1.85
SC0,15/12/2022,20:00,Rangers,Hibernian,3,2,1.57,2.38
SC0,17/12/2022,12:30,Aberdeen,Celtic,0,1,1.5,2.63
SC0,17/12/2022,15:00,Hearts,Kilmarnock,3,1,1.98,1.88
SC0,17/12/2022,15:00,Ross County,St Johnstone,1,2,2.38,1.57
SC0,20/12/2022,20:00,Aberdeen,Rangers,2,3,1.73,2.1
SC0,21/12/2022,19:45,Celtic,Livingston,2,1,1.36,3.2
SC0,23/12/2022,19:30,Ross County,Rangers,0,1,1.5,2.63
SC0,23/12/2022,19:45,Motherwell,Kilmarnock,2,2,2.1,1.73
SC0,24/12/2022,12:30,Celtic,St Johnstone,4,1,1.4,3
SC0,24/12/2022,12:30,St Mirren,Aberdeen,3,1,2.1,1.73
SC0,24/12/2022,14:00,Dundee United,Hearts,2,2,1.85,2
SC0,24/12/2022,14:00,Hibernian,Livingston,4,0,2.1,1.73
SC0,28/12/2022,19:45,Dundee United,Ross County,3,0,2.1,1.73
SC0,28/12/2022,19:45,Kilmarnock,Aberdeen,2,1,2.1,1.73
SC0,28/12/2022,19:45,Livingston,St Mirren,1,1,2.2,1.67
SC0,28/12/2022,19:45,Rangers,Motherwell,3,0,1.53,2.5
SC0,28/12/2022,19:45,St Johnstone,Hearts,2,3,2.02,1.83
SC0,28/12/2022,20:00,Hibernian,Celtic,0,4,1.53,2.5
SC0,2/01/2023,12:30,Rangers,Celtic,2,2,1.67,2.2
SC0,2/01/2023,15:00,Aberdeen,Ross County,0,0,1.95,1.9
SC0,2/01/2023,15:00,Hearts,Hibernian,3,0,1.73,2.1
SC0,2/01/2023,15:00,Kilmarnock,St Mirren,0,0,2.2,1.67
SC0,2/01/2023,15:00,Livingston,Motherwell,1,1,2.1,1.73
SC0,2/01/2023,15:00,St Johnstone,Dundee United,0,1,2.1,1.73
SC0,7/01/2023,15:00,Aberdeen,St Johnstone,2,0,2.02,1.83
SC0,7/01/2023,15:00,Celtic,Kilmarnock,2,0,1.29,3.75
SC0,7/01/2023,15:00,Ross County,Livingston,0,2,2.2,1.67
SC0,7/01/2023,15:00,St Mirren,Hearts,1,1,1.9,1.95
SC0,8/01/2023,13:30,Motherwell,Hibernian,2,3,2.1,1.73
SC0,8/01/2023,16:00,Dundee United,Rangers,0,2,1.57,2.38
SC0,13/01/2023,19:45,Hearts,St Mirren,1,0,1.85,2
SC0,14/01/2023,15:00,Hibernian,Dundee United,2,2,1.95,1.9
SC0,14/01/2023,15:00,Motherwell,Ross County,1,1,2.02,1.83
SC0,14/01/2023,15:00,St Johnstone,Livingston,2,4,2.3,1.62
SC0,18/01/2023,19:45,Celtic,St Mirren,4,0,1.36,3.2
SC0,18/01/2023,19:45,Hearts,Aberdeen,5,0,1.85,2
SC0,18/01/2023,20:00,Kilmarnock,Rangers,2,3,1.62,2.3
SC0,28/01/2023,15:00,Hibernian,Aberdeen,6,0,1.93,1.93
SC0,28/01/2023,15:00,Rangers,St Johnstone,2,0,1.57,2.38
SC0,28/01/2023,15:00,Ross County,Kilmarnock,3,0,2.2,1.67
SC0,28/01/2023,15:00,St Mirren,Motherwell,1,0,2.2,1.67
SC0,29/01/2023,13:30,Livingston,Hearts,0,0,1.98,1.88
SC0,29/01/2023,16:00,Dundee United,Celtic,0,2,1.44,2.75
SC0,31/01/2023,19:45,Ross County,Hibernian,1,1,2.1,1.73
SC0,1/02/2023,19:45,Aberdeen,St Mirren,1,3,2.1,1.73
SC0,1/02/2023,19:45,Celtic,Livingston,3,0,1.3,3.5
SC0,1/02/2023,19:45,Hearts,Rangers,0,3,1.62,2.3
SC0,1/02/2023,19:45,Kilmarnock,Dundee United,1,0,2.1,1.73
SC0,1/02/2023,19:45,Motherwell,St Johnstone,0,2,2.2,1.67
SC0,4/02/2023,15:00,Aberdeen,Motherwell,3,1,1.95,1.9
SC0,4/02/2023,15:00,Hearts,Dundee United,3,1,1.73,2.1
SC0,4/02/2023,15:00,Livingston,Kilmarnock,3,1,2.38,1.57
SC0,4/02/2023,15:00,Rangers,Ross County,2,1,1.4,3
SC0,4/02/2023,15:00,St Mirren,Hibernian,0,1,2.1,1.73
SC0,5/02/2023,12:00,St Johnstone,Celtic,1,4,1.44,2.75
SC0,15/02/2023,19:45,Motherwell,St Mirren,2,1,2.2,1.67
SC0,18/02/2023,15:00,Celtic,Aberdeen,4,0,1.4,3
SC0,18/02/2023,15:00,Dundee United,St Johnstone,1,2,2.3,1.62
SC0,18/02/2023,15:00,Hibernian,Kilmarnock,2,0,2.02,1.83
SC0,18/02/2023,15:00,Livingston,Rangers,0,3,1.67,2.2
SC0,18/02/2023,15:00,St Mirren,Ross County,1,0,2,1.8
SC0,19/02/2023,12:00,Motherwell,Hearts,2,0,1.98,1.88
SC0,25/02/2023,15:00,Aberdeen,Livingston,1,0,2.02,1.83
SC0,25/02/2023,15:00,Kilmarnock,Motherwell,1,1,2.2,1.67
SC0,25/02/2023,15:00,Ross County,Dundee United,4,0,2.2,1.67
SC0,25/02/2023,15:00,St Johnstone,St Mirren,1,1,2.38,1.57
SC0,4/03/2023,15:00,Hearts,St Johnstone,3,0,1.93,1.93
SC0,4/03/2023,15:00,Livingston,Hibernian,1,4,2.2,1.67
SC0,4/03/2023,15:00,Rangers,Kilmarnock,3,1,1.53,2.5
SC0,4/03/2023,15:00,Ross County,Motherwell,0,2,2.2,1.67
SC0,4/03/2023,18:00,Dundee United,Aberdeen,1,3,1.98,1.88
SC0,5/03/2023,12:00,St Mirren,Celtic,1,5,1.57,2.38
SC0,8/03/2023,19:45,Celtic,Hearts,3,1,1.33,3.4
SC0,8/03/2023,19:45,Hibernian,Rangers,1,4,1.73,2.1
SC0,8/03/2023,19:45,Livingston,Dundee United,1,1,2.2,1.67
SC0,18/03/2023,12:30,Motherwell,Rangers,2,4,1.57,2.38
SC0,18/03/2023,15:00,Aberdeen,Hearts,3,0,1.85,2
SC0,18/03/2023,15:00,Celtic,Hibernian,3,1,1.36,3.2
SC0,18/03/2023,15:00,Dundee United,St Mirren,1,1,2.1,1.73
SC0,18/03/2023,15:00,Kilmarnock,St Johnstone,1,1,2.3,1.62
SC0,18/03/2023,15:00,Livingston,Ross County,2,1,2.2,1.67
SC0,1/04/2023,15:00,Hibernian,Motherwell,1,3,1.98,1.88
SC0,1/04/2023,15:00,Kilmarnock,Hearts,2,1,1.9,1.95
SC0,1/04/2023,15:00,Rangers,Dundee United,2,0,1.4,3
SC0,1/04/2023,15:00,St Johnstone,Aberdeen,0,1,2.2,1.67
SC0,1/04/2023,15:00,St Mirren,Livingston,3,0,2.3,1.62
SC0,2/04/2023,12:00,Ross County,Celtic,0,2,1.4,3
SC0,8/04/2023,12:30,Celtic,Rangers,3,2,1.67,2.2
SC0,8/04/2023,15:00,Aberdeen,Kilmarnock,2,0,2.02,1.83
SC0,8/04/2023,15:00,Hearts,St Mirren,0,2,1.9,1.95
SC0,8/04/2023,15:00,Motherwell,Livingston,3,0,2.2,1.67
SC0,8/04/2023,15:00,St Johnstone,Ross County,0,2,2.38,1.57
SC0,9/04/2023,12:00,Dundee United,Hibernian,2,1,2.02,1.83
SC0,14/04/2023,19:45,Ross County,Aberdeen,0,1,2.02,1.83
SC0,15/04/2023,12:30,Hibernian,Hearts,1,0,1.8,2
SC0,15/04/2023,15:00,Livingston,St Johnstone,2,0,2.3,1.62
SC0,15/04/2023,15:00,Motherwell,Dundee United,1,2,2.1,1.73
SC0,15/04/2023,15:00,Rangers,St Mirren,5,2,1.57,2.38
SC0,16/04/2023,12:00,Kilmarnock,Celtic,1,4,1.44,2.75
SC0,22/04/2023,12:30,Hearts,Ross County,6,1,1.8,2.05
SC0,22/04/2023,15:00,Celtic,Motherwell,1,1,1.29,3.75
SC0,22/04/2023,15:00,Dundee United,Livingston,2,0,2.1,1.73
SC0,22/04/2023,15:00,St Johnstone,Hibernian,1,1,2.1,1.73
SC0,22/04/2023,15:00,St Mirren,Kilmarnock,0,2,2.1,1.73
SC0,23/04/2023,16:30,Aberdeen,Rangers,2,0,1.57,2.38
SC0,6/05/2023,15:00,Hibernian,St Mirren,2,1,2.1,1.73
SC0,6/05/2023,15:00,Motherwell,Kilmarnock,2,0,1.91,1.91
SC0,6/05/2023,15:00,Ross County,Livingston,2,0,2.2,1.67
SC0,6/05/2023,15:00,St Johnstone,Dundee United,1,0,2.2,1.67
SC0,7/05/2023,14:15,Hearts,Celtic,0,2,1.44,2.75
SC0,7/05/2023,15:00,Rangers,Aberdeen,1,0,1.53,2.5
SC0,13/05/2023,12:30,Rangers,Celtic,3,0,1.73,2.1
SC0,13/05/2023,15:00,Aberdeen,Hibernian,0,0,1.9,1.95
SC0,13/05/2023,15:00,Dundee United,Ross County,1,3,2.1,1.73
SC0,13/05/2023,15:00,Kilmarnock,Livingston,2,0,2.1,1.73
SC0,13/05/2023,15:00,St Johnstone,Motherwell,0,2,2.2,1.67
SC0,13/05/2023,15:00,St Mirren,Hearts,2,2,2,1.85
SC0,20/05/2023,12:30,Hearts,Aberdeen,2,1,1.85,2
SC0,20/05/2023,15:00,Celtic,St Mirren,2,2,1.44,2.75
SC0,20/05/2023,15:00,Kilmarnock,St Johnstone,0,1,2.2,1.67
SC0,20/05/2023,15:00,Livingston,Dundee United,2,1,2.1,1.73
SC0,20/05/2023,15:00,Motherwell,Ross County,1,0,2,1.8
SC0,21/05/2023,12:00,Hibernian,Rangers,1,3,1.67,2.2
SC0,24/05/2023,19:45,Aberdeen,St Mirren,3,0,2,1.85
SC0,24/05/2023,19:45,Dundee United,Kilmarnock,0,3,1.98,1.88
SC0,24/05/2023,19:45,Hibernian,Celtic,4,2,1.5,2.63
SC0,24/05/2023,19:45,Livingston,Motherwell,1,1,2.2,1.67
SC0,24/05/2023,19:45,Rangers,Hearts,2,2,1.44,2.75
SC0,24/05/2023,19:45,Ross County,St Johnstone,3,3,2.1,1.73
SC0,27/05/2023,12:30,Celtic,Aberdeen,5,0,1.33,3.4
SC0,27/05/2023,12:30,Hearts,Hibernian,1,1,1.73,2.1
SC0,27/05/2023,12:30,St Mirren,Rangers,0,3,1.67,2.2
SC0,28/05/2023,15:00,Kilmarnock,Ross County,3,1,2.1,1.73
SC0,28/05/2023,15:00,Motherwell,Dundee United,3,2,1.82,2.02
SC0,28/05/2023,15:00,St Johnstone,Livingston,2,0,2.38,1.57
SC0,5/08/2023,12:30,Celtic,Ross County,4,2,1.29,3.75
SC0,5/08/2023,15:00,Dundee,Motherwell,1,1,1.98,1.88
SC0,5/08/2023,15:00,Livingston,Aberdeen,0,0,2,1.8
SC0,5/08/2023,15:00,St Johnstone,Hearts,0,2,1.85,2
SC0,5/08/2023,17:15,Kilmarnock,Rangers,1,0,1.57,2.38
SC0,6/08/2023,15:00,Hibernian,St Mirren,2,3,2,1.85
SC0,12/08/2023,15:00,Rangers,Livingston,4,0,1.5,2.63
SC0,12/08/2023,15:00,Ross County,St Johnstone,2,0,2.2,1.67
SC0,12/08/2023,15:00,St Mirren,Dundee,2,1,2.1,1.73
SC0,13/08/2023,12:00,Aberdeen,Celtic,1,3,1.44,2.75
SC0,13/08/2023,15:00,Hearts,Kilmarnock,0,0,1.88,1.98
SC0,13/08/2023,15:00,Motherwell,Hibernian,2,1,2.05,1.8
SC0,26/08/2023,12:30,Ross County,Rangers,0,2,1.57,2.38
SC0,26/08/2023,15:00,Celtic,St Johnstone,0,0,1.29,3.75
SC0,26/08/2023,15:00,Hibernian,Livingston,2,3,1.95,1.9
SC0,26/08/2023,15:00,Motherwell,Kilmarnock,2,1,2.1,1.73
SC0,27/08/2023,15:00,Dundee,Hearts,1,0,1.93,1.93
SC0,27/08/2023,15:00,St Mirren,Aberdeen,2,2,2.05,1.8
SC0,2/09/2023,15:00,Kilmarnock,Ross County,0,1,2,1.8
SC0,2/09/2023,15:00,Livingston,St Mirren,1,1,2.38,1.57
SC0,2/09/2023,15:00,St Johnstone,Dundee,2,2,2.2,1.67
SC0,3/09/2023,12:00,Rangers,Celtic,0,1,1.62,2.3
SC0,3/09/2023,15:00,Aberdeen,Hibernian,0,2,1.98,1.88
SC0,3/09/2023,15:00,Hearts,Motherwell,0,1,1.9,1.95
SC0,16/09/2023,12:30,St Johnstone,Rangers,0,2,1.53,2.5
SC0,16/09/2023,15:00,Celtic,Dundee,3,0,1.33,3.4
SC0,16/09/2023,15:00,Hearts,Aberdeen,2,0,1.8,2
SC0,16/09/2023,15:00,Kilmarnock,Hibernian,2,2,2,1.85
SC0,16/09/2023,15:00,Motherwell,St Mirren,0,1,2.3,1.62
SC0,16/09/2023,15:00,Ross County,Livingston,1,1,2.1,1.73
SC0,23/09/2023,12:30,Livingston,Celtic,0,3,1.53,2.5
SC0,23/09/2023,15:00,Dundee,Kilmarnock,2,2,2.1,1.73
SC0,23/09/2023,15:00,Hibernian,St Johnstone,2,0,1.9,1.95
SC0,23/09/2023,15:00,St Mirren,Hearts,1,0,2.1,1.73
SC0,24/09/2023,15:00,Aberdeen,Ross County,4,0,1.95,1.9
SC0,24/09/2023,15:00,Rangers,Motherwell,1,0,1.57,2.38
SC0,30/09/2023,12:30,Motherwell,Celtic,1,2,1.57,2.38
SC0,30/09/2023,15:00,Hibernian,Dundee,0,0,1.73,2.1
SC0,30/09/2023,15:00,Kilmarnock,St Mirren,1,1,2.2,1.67
SC0,30/09/2023,15:00,Rangers,Aberdeen,1,3,1.5,2.63
SC0,30/09/2023,15:00,Ross County,Hearts,0,1,1.83,2.03
SC0,30/09/2023,15:00,St Johnstone,Livingston,1,1,2.3,1.62
SC0,7/10/2023,15:00,Celtic,Kilmarnock,3,1,1.44,2.7
SC0,7/10/2023,15:00,Hearts,Hibernian,2,2,1.88,1.98
SC0,7/10/2023,15:00,Livingston,Motherwell,2,0,2.2,1.65
SC0,8/10/2023,12:00,St Mirren,Rangers,0,3,1.65,2.2
SC0,8/10/2023,15:00,Aberdeen,St Johnstone,0,0,1.95,1.9
SC0,21/10/2023,15:00,Kilmarnock,Livingston,3,1,2.15,1.67
SC0,21/10/2023,15:00,Rangers,Hibernian,4,0,1.57,2.35
SC0,22/10/2023,14:15,Hearts,Celtic,1,4,1.57,2.35
SC0,24/10/2023,19:45,Dundee,Ross County,0,0,1.93,1.93
SC0,28/10/2023,15:00,Hibernian,Celtic,0,0,1.53,2.4
SC0,28/10/2023,15:00,Livingston,Dundee,0,2,2.15,1.67
SC0,28/10/2023,15:00,Motherwell,Ross County,3,3,2,1.85
SC0,28/10/2023,15:00,St Mirren,St Johnstone,4,0,2.1,1.7
SC0,29/10/2023,12:00,Kilmarnock,Aberdeen,2,0,2.1,1.7
SC0,29/10/2023,15:00,Rangers,Hearts,2,1,1.53,2.4
SC0,31/10/2023,19:45,Hibernian,Ross County,2,2,1.75,2.05
SC0,1/11/2023,19:45,Celtic,St Mirren,2,1,1.5,2.5
SC0,1/11/2023,19:45,Dundee,Rangers,0,5,1.57,2.35
SC0,1/11/2023,19:45,Hearts,Livingston,1,0,2.03,1.83
SC0,1/11/2023,19:45,Motherwell,Aberdeen,2,4,1.95,1.9
SC0,1/11/2023,19:45,St Johnstone,Kilmarnock,2,1,2.2,1.65
SC0,4/11/2023,12:30,Ross County,Celtic,0,3,1.44,2.7
SC0,4/11/2023,15:00,Kilmarnock,Motherwell,1,0,2.08,1.73
SC0,5/11/2023,14:00,Dundee,Livingston,1,0,2.1,1.7
SC0,7/11/2023,19:45,St Johnstone,Motherwell,2,2,2.2,1.65
SC0,8/11/2023,19:45,St Mirren,Hibernian,2,2,2.05,1.75
