Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,B365>2.5,B365<2.5
SC0,11/11/2023,15:00,Dundee,St Mirren,4,0,2.08,1.73
SC0,11/11/2023,15:00,Hibernian,Kilmarnock,1,0,1.98,1.88
SC0,11/11/2023,15:00,Motherwell,Hearts,1,2,1.98,1.88
SC0,11/11/2023,15:00,St Johnstone,Ross County,1,0,2.1,1.7
SC0,12/11/2023,12:00,Livingston,Rangers,0,2,1.6,2.3
SC0,12/11/2023,14:30,Celtic,Aberdeen,6,0,1.48,2.6
SC0,25/11/2023,15:00,Celtic,Motherwell,1,1,1.36,3.1
SC0,25/11/2023,15:00,Dundee,Hibernian,1,2,2.03,1.83
SC0,25/11/2023,15:00,Hearts,St Johnstone,1,0,1.9,1.95
SC0,25/11/2023,15:00,Ross County,Kilmarnock,0,0,2.15,1.67
SC0,25/11/2023,15:00,St Mirren,Livingston,1,0,2.15,1.67
SC0,26/11/2023,12:00,Aberdeen,Rangers,1,1,1.62,2.25
SC0,28/11/2023,19:45,Ross County,St Mirren,1,0,2.4,1.53
SC0,2/12/2023,15:00,Kilmarnock,Hearts,0,1,2.03,1.83
SC0,2/12/2023,15:00,Motherwell,Dundee,3,3,2.05,1.75
SC0,3/12/2023,12:00,St Johnstone,Celtic,1,3,1.5,2.5
SC0,3/12/2023,15:00,Hibernian,Aberdeen,2,0,1.93,1.93
SC0,3/12/2023,15:00,Rangers,St Mirren,2,0,1.57,2.35
SC0,5/12/2023,19:45,Ross County,Motherwell,3,0,2.25,1.62
SC0,6/12/2023,19:45,Aberdeen,Kilmarnock,0,1,2.1,1.7
SC0,6/12/2023,19:45,Celtic,Hibernian,4,1,1.44,2.7
SC0,6/12/2023,19:45,St Johnstone,St Mirren,1,0,2.5,1.5
SC0,6/12/2023,20:00,Hearts,Rangers,0,1,1.67,2.15
SC0,9/12/2023,15:00,Aberdeen,Hearts,2,1,1.95,1.9
SC0,9/12/2023,15:00,Livingston,Hibernian,0,1,2.05,1.75
SC0,9/12/2023,15:00,Motherwell,St Johnstone,1,1,2.25,1.62
SC0,9/12/2023,15:00,Rangers,Dundee,3,1,1.48,2.6
SC0,9/12/2023,15:00,St Mirren,Ross County,2,0,2.4,1.53
SC0,10/12/2023,12:00,Kilmarnock,Celtic,2,1,1.62,2.25
SC0,16/12/2023,15:00,Celtic,Hearts,0,2,1.44,2.7
SC0,16/12/2023,15:00,Livingston,Kilmarnock,0,0,2.25,1.62
SC0,16/12/2023,15:00,Ross County,Dundee,0,1,2.1,1.7
SC0,16/12/2023,15:00,St Johnstone,Hibernian,1,0,2.15,1.67
SC0,16/12/2023,15:00,St Mirren,Motherwell,0,0,2.3,1.6
SC0,20/12/2023,19:45,Aberdeen,Livingston,2,1,2,1.85
SC0,20/12/2023,19:45,Rangers,St Johnstone,2,0,1.44,2.7
SC0,23/12/2023,15:00,Celtic,Livingston,2,0,1.4,2.88
SC0,23/12/2023,15:00,Hearts,St Mirren,2,0,2.15,1.67
SC0,23/12/2023,15:00,Kilmarnock,St Johnstone,2,1,2.15,1.67
SC0,24/12/2023,12:00,Motherwell,Rangers,0,2,1.62,2.25
SC0,26/12/2023,15:00,Dundee,Celtic,0,3,1.5,2.5
SC0,27/12/2023,19:45,Livingston,St Johnstone,0,0,2.5,1.5
SC0,27/12/2023,19:45,St Mirren,Kilmarnock,0,1,2.4,1.53
SC0,27/12/2023,20:00,Hibernian,Hearts,0,1,1.93,1.93
SC0,30/12/2023,12:30,Celtic,Rangers,2,1,1.83,2.03
SC0,30/12/2023,15:00,Aberdeen,St Mirren,0,3,2.15,1.67
SC0,30/12/2023,15:00,Hearts,Ross County,2,2,2.05,1.8
SC0,30/12/2023,15:00,Kilmarnock,Dundee,2,2,2.05,1.75
SC0,30/12/2023,15:00,Motherwell,Livingston,3,1,2.25,1.62
SC0,2/01/2024,15:00,Hibernian,Motherwell,2,2,2,1.85
SC0,2/01/2024,15:00,Livingston,Hearts,1,2,2.2,1.65
SC0,2/01/2024,15:00,Rangers,Kilmarnock,3,1,1.57,2.35
SC0,2/01/2024,15:00,Ross County,Aberdeen,0,3,2.08,1.73
SC0,2/01/2024,17:00,St Mirren,Celtic,0,3,1.57,2.35
SC0,23/01/2024,19:45,Hearts,Dundee,3,2,1.93,1.93
SC0,24/01/2024,19:45,Hibernian,Rangers,0,3,1.73,2.08
SC0,24/01/2024,19:45,St Johnstone,Aberdeen,1,1,2.1,1.7
SC0,27/01/2024,12:30,St Mirren,Rangers,0,1,1.67,2.15
SC0,27/01/2024,15:00,Celtic,Ross County,1,0,1.36,3.1
SC0,27/01/2024,15:00,Hearts,Aberdeen,2,0,2.05,1.75
SC0,27/01/2024,15:00,Kilmarnock,Hibernian,2,2,2.05,1.75
SC0,27/01/2024,15:00,Livingston,Dundee,1,4,2.25,1.62
SC0,27/01/2024,15:00,St Johnstone,Motherwell,1,1,2.25,1.62
SC0,30/01/2024,19:45,Aberdeen,Dundee,1,1,1.9,1.95
SC0,30/01/2024,19:45,Livingston,Ross County,2,2,2.4,1.53
SC0,3/02/2024,12:30,Aberdeen,Celtic,1,1,1.53,2.4
SC0,3/02/2024,15:00,Dundee,Hearts,2,3,1.9,1.95
SC0,3/02/2024,15:00,Hibernian,St Mirren,0,3,2.1,1.7
SC0,3/02/2024,15:00,Motherwell,Kilmarnock,1,1,2.03,1.83
SC0,3/02/2024,15:00,Rangers,Livingston,3,0,1.44,2.7
SC0,3/02/2024,15:00,Ross County,St Johnstone,0,1,2.4,1.53
SC0,6/02/2024,19:45,Motherwell,Ross County,5,0,2.15,1.67
SC0,6/02/2024,20:00,Rangers,Aberdeen,2,1,1.53,2.4
SC0,7/02/2024,19:45,Kilmarnock,Livingston,1,0,2.05,1.75
SC0,7/02/2024,19:45,St Johnstone,Hearts,0,1,2.1,1.7
SC0,7/02/2024,19:45,St Mirren,Dundee,2,0,2.1,1.7
SC0,7/02/2024,20:00,Hibernian,Celtic,1,2,1.5,2.5
SC0,11/02/2024,14:00,Dundee,St Johnstone,2,1,2.25,1.62
SC0,14/02/2024,19:45,Aberdeen,Motherwell,3,3,1.98,1.88
SC0,14/02/2024,19:45,Rangers,Ross County,3,1,1.4,2.88
SC0,17/02/2024,15:00,Aberdeen,Hibernian,2,2,1.88,1.98
SC0,17/02/2024,15:00,Celtic,Kilmarnock,1,1,1.48,2.6
SC0,17/02/2024,15:00,Dundee,Ross County,2,0,1.88,1.98
SC0,17/02/2024,15:00,Hearts,Motherwell,2,0,2.03,1.83
SC0,17/02/2024,15:00,Livingston,St Mirren,1,0,2.4,1.53
SC0,18/02/2024,12:00,St Johnstone,Rangers,0,3,1.53,2.4
SC0,24/02/2024,15:00,Hibernian,Dundee,2,1,1.73,2.08
SC0,24/02/2024,15:00,Kilmarnock,Aberdeen,2,0,2,1.85
SC0,24/02/2024,15:00,Rangers,Hearts,5,0,1.53,2.4
SC0,24/02/2024,15:00,Ross County,Livingston,3,2,2.15,1.67
SC0,24/02/2024,15:00,St Mirren,St Johnstone,2,0,2.5,1.5
SC0,25/02/2024,12:00,Motherwell,Celtic,1,3,1.5,2.5
SC0,27/02/2024,20:00,Ross County,St Mirren,1,1,2.3,1.6
SC0,28/02/2024,19:45,Aberdeen,St Johnstone,0,2,2.05,1.8
SC0,28/02/2024,19:45,Celtic,Dundee,7,1,1.4,2.88
SC0,28/02/2024,19:45,Hearts,Hibernian,1,1,1.8,2
SC0,28/02/2024,19:45,Kilmarnock,Rangers,1,2,1.73,2.08
SC0,28/02/2024,20:00,Livingston,Motherwell,1,3,2.1,1.7
SC0,2/03/2024,15:00,Dundee,Kilmarnock,2,2,2.03,1.83
SC0,2/03/2024,15:00,Hibernian,Ross County,2,0,1.67,2.15
SC0,2/03/2024,15:00,Rangers,Motherwell,1,2,1.4,2.88
SC0,2/03/2024,15:00,St Johnstone,Livingston,1,1,2.3,1.6
SC0,2/03/2024,15:00,St Mirren,Aberdeen,2,1,2.05,1.8
SC0,3/03/2024,12:00,Hearts,Celtic,2,0,1.57,2.35
SC0,13/03/2024,19:45,Dundee,Aberdeen,1,0,1.9,1.95
SC0,13/03/2024,19:45,Ross County,Hibernian,2,2,1.75,2.05
SC0,16/03/2024,15:00,Celtic,St Johnstone,3,1,1.4,2.88
SC0,16/03/2024,15:00,Hibernian,Livingston,3,0,1.73,2.08
SC0,16/03/2024,15:00,Kilmarnock,St Mirren,5,2,2.4,1.53
SC0,16/03/2024,15:00,Motherwell,Aberdeen,0,1,2.05,1.8
SC0,16/03/2024,15:00,Ross County,Hearts,2,1,1.93,1.93
SC0,30/03/2024,15:00,Aberdeen,Ross County,2,1,1.88,1.98
SC0,30/03/2024,15:00,Hearts,Kilmarnock,1,1,2.03,1.83
SC0,30/03/2024,15:00,Motherwell,St Mirren,1,1,2.2,1.65
SC0,30/03/2024,15:00,Rangers,Hibernian,3,1,1.48,2.6
SC0,30/03/2024,15:00,St Johnstone,Dundee,1,2,2.15,1.67
SC0,31/03/2024,12:00,Livingston,Celtic,0,3,1.44,2.7
SC0,6/04/2024,15:00,Dundee,Motherwell,2,3,1.95,1.9
SC0,6/04/2024,15:00,Hibernian,St Johnstone,1,2,1.93,1.93
SC0,6/04/2024,15:00,Kilmarnock,Ross County,1,0,1.93,1.93
SC0,6/04/2024,15:00,Livingston,Aberdeen,0,0,2.15,1.67
SC0,6/04/2024,15:00,St Mirren,Hearts,1,2,2.1,1.7
SC0,7/04/2024,12:00,Rangers,Celtic,3,3,1.73,2.08
SC0,13/04/2024,15:00,Aberdeen,Dundee,0,0,1.95,1.9
SC0,13/04/2024,15:00,Celtic,St Mirren,3,0,1.44,2.75
SC0,13/04/2024,15:00,Hearts,Livingston,4,2,1.73,2.1
SC0,13/04/2024,15:00,Motherwell,Hibernian,1,1,1.8,2
SC0,13/04/2024,15:00,St Johnstone,Kilmarnock,0,2,2.1,1.73
SC0,14/04/2024,12:00,Ross County,Rangers,3,2,1.5,2.63
SC0,17/04/2024,20:00,Dundee,Rangers,0,0,1.53,2.5
SC0,27/04/2024,15:00,Aberdeen,Motherwell,1,0,2,1.85
SC0,27/04/2024,15:00,Kilmarnock,Hearts,0,0,2.05,1.8
SC0,27/04/2024,15:00,Livingston,Ross County,2,0,2,1.77
SC0,27/04/2024,15:00,St Johnstone,Hibernian,1,3,2.05,1.8
SC0,28/04/2024,12:30,St Mirren,Rangers,1,2,1.58,2.3
SC0,28/04/2024,15:00,Dundee,Celtic,1,2,1.4,3
SC0,4/05/2024,15:00,Aberdeen,St Johnstone,1,0,2.1,1.73
SC0,4/05/2024,15:00,Celtic,Hearts,3,0,1.4,3
SC0,4/05/2024,15:00,Dundee,St Mirren,1,3,2,1.8
SC0,4/05/2024,15:00,Motherwell,Livingston,4,1,1.95,1.9
SC0,4/05/2024,15:00,Ross County,Hibernian,2,1,1.73,2.1
SC0,5/05/2024,13:00,Rangers,Kilmarnock,4,1,1.53,2.5
SC0,11/05/2024,12:30,Celtic,Rangers,2,1,1.57,2.38
SC0,11/05/2024,15:00,Hearts,Dundee,3,0,1.73,2.1
SC0,11/05/2024,15:00,Livingston,St Johnstone,2,1,2.3,1.62
SC0,11/05/2024,15:00,Ross County,Motherwell,1,5,1.83,2.03
SC0,11/05/2024,15:00,St Mirren,Kilmarnock,0,1,2.3,1.62
SC0,12/05/2024,15:00,Hibernian,Aberdeen,0,4,1.73,2.1
SC0,14/05/2024,19:30,Rangers,Dundee,5,2,1.33,3.4
SC0,15/05/2024,19:30,Kilmarnock,Celtic,0,5,1.44,2.75
SC0,15/05/2024,19:45,Aberdeen,Livingston,5,1,1.73,2.1
SC0,15/05/2024,19:45,Hibernian,Motherwell,3,0,1.73,2.1
SC0,15/05/2024,19:45,St Johnstone,Ross County,1,1,2.1,1.73
SC0,15/05/2024,19:45,St Mirren,Hearts,2,2,2,1.85
SC0,18/05/2024,12:30,Celtic,St Mirren,3,2,1.4,3
SC0,18/05/2024,12:30,Dundee,Kilmarnock,1,1,1.83,2.03
SC0,18/05/2024,12:30,Hearts,Rangers,3,3,1.44,2.75
SC0,19/05/2024,15:00,Livingston,Hibernian,1,1,1.8,2
SC0,19/05/2024,15:00,Motherwell,St Johnstone,1,2,1.98,1.88
SC0,19/05/2024,15:00,Ross County,Aberdeen,2,2,1.73,2.1
SC0,3/08/2024,12:30,Hearts,Rangers,0,0,1.57,2.38
SC0,3/08/2024,15:00,Motherwell,Ross County,0,0,1.73,2.1
SC0,4/08/2024,13:30,Dundee United,Dundee,2,2,1.88,1.98
SC0,4/08/2024,15:00,St Mirren,Hibernian,3,0,1.98,1.88
SC0,4/08/2024,16:30,Celtic,Kilmarnock,4,0,1.36,3.2
SC0,5/08/2024,20:00,St Johnstone,Aberdeen,1,2,2.03,1.83
SC0,10/08/2024,15:00,Rangers,Motherwell,2,1,1.4,3
SC0,10/08/2024,15:00,Ross County,Dundee United,1,1,2.05,1.8
SC0,10/08/2024,17:30,Dundee,Hearts,3,1,1.73,2.1
SC0,11/08/2024,12:30,Hibernian,Celtic,0,2,1.5,2.63
SC0,11/08/2024,15:00,Aberdeen,St Mirren,3,1,2.1,1.73
SC0,11/08/2024,15:00,Kilmarnock,St Johnstone,0,3,2.1,1.73
SC0,24/08/2024,15:00,Dundee United,St Johnstone,2,0,1.98,1.88
SC0,24/08/2024,15:00,Hibernian,Dundee,2,2,1.73,2.1
SC0,24/08/2024,15:00,Rangers,Ross County,6,0,1.4,3
SC0,25/08/2024,12:00,St Mirren,Celtic,0,3,1.5,2.63
SC0,25/08/2024,15:00,Aberdeen,Kilmarnock,2,0,1.95,1.9
SC0,25/08/2024,15:00,Motherwell,Hearts,3,1,1.8,2
SC0,31/08/2024,15:00,Dundee,St Mirren,2,2,2,1.85
SC0,31/08/2024,15:00,St Johnstone,Motherwell,1,2,2.05,1.8
SC0,31/08/2024,17:45,Ross County,Aberdeen,0,1,1.8,2
SC0,1/09/2024,12:30,Celtic,Rangers,3,0,1.5,2.63
SC0,1/09/2024,15:00,Hearts,Dundee United,0,1,1.67,2.2
SC0,1/09/2024,15:00,Kilmarnock,Hibernian,1,1,1.95,1.9
SC0,14/09/2024,15:00,Aberdeen,Motherwell,2,1,1.9,1.95
SC0,14/09/2024,15:00,Celtic,Hearts,2,0,1.33,3.4
SC0,14/09/2024,15:00,Hibernian,St Johnstone,2,0,1.88,1.98
SC0,14/09/2024,15:00,Ross County,Dundee,2,0,1.73,2.1
SC0,14/09/2024,15:00,St Mirren,Kilmarnock,2,2,2.2,1.67
SC0,15/09/2024,12:00,Dundee United,Rangers,0,1,1.67,2.2
SC0,21/09/2024,15:00,Ross County,St Johnstone,3,3,2,1.85
SC0,21/09/2024,15:00,St Mirren,Hearts,2,1,1.95,1.9
SC0,28/09/2024,15:00,Dundee,Aberdeen,1,2,1.98,1.88
SC0,28/09/2024,15:00,Hearts,Ross County,1,1,1.85,2
SC0,28/09/2024,15:00,Kilmarnock,Dundee United,3,3,2.2,1.67
SC0,28/09/2024,15:00,Motherwell,St Mirren,2,1,2.05,1.8
SC0,28/09/2024,17:45,St Johnstone,Celtic,0,6,1.4,3
SC0,29/09/2024,12:00,Rangers,Hibernian,1,0,1.5,2.63
SC0,5/10/2024,15:00,Dundee,Kilmarnock,2,3,1.98,1.88
SC0,5/10/2024,15:00,Hibernian,Motherwell,1,2,1.88,1.98
SC0,5/10/2024,15:00,St Mirren,Dundee United,0,1,2.1,1.73
SC0,6/10/2024,12:00,Ross County,Celtic,1,2,1.36,3.2
SC0,6/10/2024,15:00,Aberdeen,Hearts,3,2,1.88,1.98
SC0,6/10/2024,20:00,Rangers,St Johnstone,2,0,1.36,3.2
SC0,19/10/2024,15:00,Celtic,Aberdeen,2,2,1.44,2.75
SC0,19/10/2024,15:00,Dundee United,Hibernian,3,2,1.95,1.9
SC0,19/10/2024,15:00,Hearts,St Mirren,4,0,1.88,1.98
SC0,19/10/2024,15:00,Motherwell,Dundee,0,1,1.8,2
SC0,19/10/2024,15:00,St Johnstone,Ross County,3,0,2.1,1.73
SC0,20/10/2024,12:00,Kilmarnock,Rangers,1,0,1.62,2.3
SC0,26/10/2024,15:00,Dundee,St Johnstone,1,2,1.73,2.08
SC0,26/10/2024,15:00,Ross County,Kilmarnock,2,1,2.03,1.83
SC0,26/10/2024,17:30,Aberdeen,Dundee United,1,0,1.8,2
SC0,27/10/2024,12:00,Hibernian,Hearts,1,1,1.77,1.97
SC0,27/10/2024,15:00,Motherwell,Celtic,0,3,1.37,3
SC0,27/10/2024,15:00,Rangers,St Mirren,2,1,1.48,2.6
SC0,30/10/2024,19:45,Celtic,Dundee,2,0,1.36,3.2
SC0,30/10/2024,19:45,Dundee United,Motherwell,1,2,1.95,1.9
SC0,30/10/2024,19:45,Hearts,Kilmarnock,1,2,1.83,2.03
SC0,30/10/2024,19:45,Ross County,Hibernian,0,0,1.95,1.9
SC0,30/10/2024,19:45,St Mirren,St Johnstone,3,1,1.98,1.88
SC0,30/10/2024,20:00,Aberdeen,Rangers,2,1,1.8,2
SC0,2/11/2024,15:00,St Johnstone,Hearts,1,2,1.83,2.03
SC0,2/11/2024,15:00,St Mirren,Ross County,0,0,2.1,1.73
SC0,3/11/2024,15:00,Dundee,Kilmarnock,3,2,1.8,2
SC0,3/11/2024,15:00,Hibernian,Dundee United,1,1,1.88,1.98
SC0,9/11/2024,15:00,Dundee United,Ross County,3,0,1.98,1.88
SC0,9/11/2024,15:00,Hibernian,St Mirren,1,2,2.03,1.83
SC0,9/11/2024,15:00,Motherwell,St Johnstone,2,1,1.9,1.95
SC0,9/11/2024,17:30,Aberdeen,Dundee,4,1,1.73,2.1
SC0,10/11/2024,15:00,Kilmarnock,Celtic,0,2,1.5,2.63
SC0,10/11/2024,17:00,Rangers,Hearts,1,0,1.57,2.38
SC0,23/11/2024,15:00,St Johnstone,Kilmarnock,1,0,1.98,1.88
SC0,23/11/2024,15:15,Ross County,Motherwell,2,1,2.2,1.67
SC0,23/11/2024,15:45,Rangers,Dundee United,1,1,1.5,2.5
SC0,23/11/2024,16:00,St Mirren,Aberdeen,2,1,2.03,1.83
SC0,23/11/2024,17:45,Dundee,Hibernian,4,1,1.8,2
SC0,23/11/2024,19:45,Hearts,Celtic,1,4,1.53,2.5
SC0,26/11/2024,19:45,Hibernian,Aberdeen,3,3,2.1,1.73
SC0,30/11/2024,15:00,Celtic,Ross County,5,0,1.3,3.5
SC0,30/11/2024,15:00,Dundee United,St Mirren,2,0,2,1.8
SC0,30/11/2024,15:00,Kilmarnock,Dundee,1,1,1.93,1.93
SC0,30/11/2024,15:00,Motherwell,Hibernian,0,3,1.9,1.95
SC0,1/12/2024,12:00,St Johnstone,Rangers,0,1,1.53,2.5
SC0,1/12/2024,15:00,Hearts,Aberdeen,1,1,1.8,2
SC0,4/12/2024,19:45,Dundee,Motherwell,4,1,1.83,2.03
SC0,4/12/2024,19:45,Rangers,Kilmarnock,6,0,1.57,2.38
SC0,4/12/2024,20:00,Aberdeen,Celtic,0,1,1.53,2.5
SC0,7/12/2024,15:00,Aberdeen,St Johnstone,1,1,1.83,2.03
SC0,7/12/2024,15:00,Celtic,Hibernian,3,0,1.36,3.2
SC0,7/12/2024,15:00,Dundee United,Kilmarnock,1,1,2.03,1.83
SC0,7/12/2024,15:00,Hearts,Dundee,2,0,1.73,2.1
SC0,7/12/2024,15:00,St Mirren,Motherwell,0,1,2,1.85
SC0,8/12/2024,12:00,Ross County,Rangers,0,3,1.62,2.3
SC0,14/12/2024,15:00,Hibernian,Ross County,3,1,1.83,2.03
SC0,14/12/2024,15:00,Motherwell,Dundee United,4,3,2,1.8
SC0,14/12/2024,15:00,St Johnstone,St Mirren,2,3,2.1,1.73
SC0,15/12/2024,15:00,Kilmarnock,Hearts,1,0,2,1.85
SC0,20/12/2024,19:45,Motherwell,Kilmarnock,1,1,2.05,1.8
SC0,21/12/2024,15:00,Aberdeen,Hibernian,1,3,1.8,2
SC0,21/12/2024,15:00,Rangers,Dundee,1,0,1.4,3
SC0,21/12/2024,15:00,Ross County,St Mirren,1,2,2.2,1.67
SC0,22/12/2024,12:00,Dundee United,Celtic,0,0,1.44,2.75
SC0,22/12/2024,15:00,Hearts,St Johnstone,2,1,1.8,2
SC0,26/12/2024,12:30,Hearts,Hibernian,1,2,1.85,2
SC0,26/12/2024,15:00,Celtic,Motherwell,4,0,1.29,3.75
